# Date:     2017-10-18 19:39:03
# Database: phot
# Target:   bul2
# Query:    Ngood>=100 and Ngood<=1000 and I>=14 and I<=16 and Isig>=.1 and Isig<=.3 and Imed<=I 
# Objects:  1411
# Columns:
# Field	StarID	StarCat	RA	Decl	Pgood	I	Isig	Imed	Imederr
BUL_SC13	204076	181651.32-240053.8	18.280922	-24.01493	60	15.800	0.108	15.759	0.012
BUL_SC30	326618	180114.26-284134.0	18.020628	-28.69278	96	15.800	0.105	15.787	0.013
BUL_SC20	764122	175945.40-283117.3	17.995944	-28.52146	97	15.801	0.198	15.723	0.012
BUL_SC26	604739	174749.77-350954.0	17.797158	-35.16500	77	15.801	0.162	15.760	0.012
BUL_SC35	181265	180402.27-273313.5	18.067297	-27.55376	97	15.801	0.290	15.707	0.011
BUL_SC13	282166	181701.58-233017.4	18.283771	-23.50483	49	15.803	0.129	15.800	0.016
BUL_SC34	681756	175820.34-284956.6	17.972317	-28.83239	97	15.803	0.155	15.758	0.012
BUL_SC30	729693	180148.57-283108.1	18.030158	-28.51892	69	15.804	0.162	15.749	0.016
BUL_SC44	109427	174907.83-295600.8	17.818841	-29.93357	69	15.804	0.124	15.748	0.013
BUL_SC5	39033	174949.99-295923.1	17.830552	-29.98975	37	15.806	0.108	15.802	0.013
BUL_SC5	349125	175045.81-300942.4	17.846058	-30.16179	97	15.806	0.148	15.759	0.011
BUL_SC20	560895	175919.33-283513.9	17.988704	-28.58720	96	15.806	0.101	15.797	0.013
BUL_SC1	512015	180232.66-294319.6	18.042405	-29.72212	98	15.807	0.118	15.770	0.013
BUL_SC5	39026	174958.89-295933.8	17.833025	-29.99273	58	15.807	0.103	15.805	0.014
BUL_SC30	443631	180125.76-290233.0	18.023822	-29.04249	67	15.807	0.101	15.770	0.016
BUL_SC30	741047	180152.39-282821.3	18.031220	-28.47258	73	15.807	0.107	15.769	0.016
BUL_SC6	319741	180815.62-320806.1	18.137673	-32.13503	62	15.809	0.108	15.779	0.014
BUL_SC42	72110	180848.32-265522.7	18.146756	-26.92297	59	15.809	0.105	15.783	0.015
BUL_SC18	487803	180704.05-271100.4	18.117791	-27.18345	97	15.810	0.137	15.767	0.012
BUL_SC34	93832	175756.41-291346.4	17.965669	-29.22955	67	15.810	0.145	15.755	0.012
BUL_SC34	697167	175828.06-284422.0	17.974462	-28.73944	38	15.810	0.100	15.761	0.017
BUL_SC21	503715	180034.96-290731.9	18.009711	-29.12554	94	15.811	0.102	15.777	0.011
BUL_SC26	11406	174642.24-352343.3	17.778400	-35.39535	57	15.811	0.127	15.791	0.012
BUL_SC12	518761	181626.17-233346.7	18.273936	-23.56298	97	15.812	0.178	15.752	0.010
BUL_SC20	273288	175908.02-290119.6	17.985561	-29.02210	38	15.812	0.168	15.805	0.019
BUL_SC31	60727	180202.20-284726.4	18.033945	-28.79067	98	15.812	0.111	15.804	0.012
BUL_SC44	54765	174901.63-294254.4	17.817119	-29.71510	87	15.814	0.114	15.781	0.012
BUL_SC23	633792	175813.71-311545.1	17.970476	-31.26254	72	15.815	0.128	15.779	0.012
BUL_SC4	26607	175406.10-300311.4	17.901696	-30.05316	46	15.817	0.116	15.766	0.017
BUL_SC19	569904	180818.82-273431.1	18.138561	-27.57529	57	15.817	0.100	15.785	0.018
BUL_SC44	9123	174853.70-302108.9	17.814917	-30.35246	84	15.817	0.101	15.813	0.012
BUL_SC23	124704	175737.31-310250.6	17.960365	-31.04738	66	15.818	0.127	15.788	0.012
BUL_SC25	544273	175444.85-325121.0	17.912459	-32.85583	78	15.818	0.116	15.783	0.015
BUL_SC22	244996	175638.26-310003.4	17.943961	-31.00096	98	15.819	0.101	15.783	0.012
BUL_SC30	514287	180137.53-284005.4	18.027093	-28.66816	75	15.819	0.101	15.770	0.015
BUL_SC44	24752	174857.69-300813.8	17.816025	-30.13718	75	15.819	0.133	15.813	0.012
BUL_SC18	338684	180658.04-265904.5	18.116121	-26.98459	81	15.820	0.104	15.783	0.014
BUL_SC19	439676	180816.77-272303.6	18.137991	-27.38433	83	15.820	0.101	15.789	0.011
BUL_SC3	63017	175312.16-300509.7	17.886712	-30.08604	68	15.821	0.102	15.792	0.015
BUL_SC3	757974	175406.63-294023.5	17.901841	-29.67320	48	15.822	0.186	15.821	0.013
BUL_SC4	107924	175406.63-294023.4	17.901841	-29.67317	90	15.823	0.194	15.818	0.013
BUL_SC5	331448	175039.61-301435.5	17.844336	-30.24319	71	15.823	0.102	15.779	0.013
BUL_SC30	299574	180110.67-284951.0	18.019631	-28.83085	94	15.823	0.161	15.773	0.014
BUL_SC35	565014	180431.87-273355.8	18.075520	-27.56549	98	15.823	0.107	15.809	0.014
BUL_SC36	623434	180544.39-273705.4	18.095665	-27.61817	82	15.823	0.187	15.741	0.012
BUL_SC4	557926	175440.56-292240.3	17.911267	-29.37787	68	15.824	0.110	15.767	0.014
BUL_SC22	485550	175653.63-304205.7	17.948232	-30.70159	96	15.824	0.148	15.813	0.010
BUL_SC27	115944	174758.46-345955.4	17.799573	-34.99873	94	15.824	0.132	15.794	0.011
BUL_SC46	521449	180504.99-295000.7	18.084720	-29.83352	99	15.825	0.143	15.770	0.012
BUL_SC5	208932	175023.78-302033.0	17.839939	-30.34250	56	15.826	0.131	15.753	0.014
BUL_SC11	301036	182113.21-220743.5	18.353669	-22.12875	71	15.826	0.136	15.796	0.011
BUL_SC17	71048	181039.88-261644.8	18.177744	-26.27912	89	15.827	0.125	15.797	0.014
BUL_SC31	112055	180155.31-283226.4	18.032029	-28.54067	94	15.827	0.129	15.793	0.012
BUL_SC16	648398	181028.80-260626.0	18.174667	-26.10721	72	15.828	0.103	15.785	0.012
BUL_SC43	176048	173512.87-270837.1	17.586909	-27.14363	74	15.828	0.116	15.771	0.014
BUL_SC3	106086	175306.15-295702.5	17.885042	-29.95068	19	15.829	0.295	15.819	0.020
BUL_SC3	275481	175326.95-300825.5	17.890819	-30.14040	98	15.829	0.124	15.792	0.013
BUL_SC37	452357	175234.37-294124.7	17.876214	-29.69020	99	15.829	0.142	15.781	0.011
BUL_SC18	632152	180731.87-272157.8	18.125518	-27.36605	78	15.830	0.105	15.785	0.014
BUL_SC34	825673	175846.79-290846.2	17.979663	-29.14618	36	15.830	0.239	15.807	0.017
BUL_SC12	50767	181537.62-240139.2	18.260450	-24.02757	86	15.831	0.158	15.786	0.011
BUL_SC12	197379	181556.34-240013.8	18.265649	-24.00384	67	15.831	0.100	15.774	0.013
BUL_SC18	544074	180711.74-265148.4	18.119928	-26.86343	92	15.831	0.133	15.807	0.012
BUL_SC32	422852	180333.90-290136.5	18.059418	-29.02681	94	15.831	0.100	15.830	0.011
BUL_SC38	234628	180123.30-300754.4	18.023138	-30.13178	97	15.831	0.124	15.826	0.011
BUL_SC17	70769	181038.37-261622.6	18.177325	-26.27293	70	15.832	0.118	15.819	0.015
BUL_SC27	598770	174855.27-351257.7	17.815352	-35.21603	97	15.832	0.222	15.766	0.011
BUL_SC30	718475	180155.32-283226.4	18.032032	-28.54066	76	15.832	0.128	15.793	0.013
BUL_SC44	138798	174917.65-293644.8	17.821570	-29.61245	77	15.832	0.104	15.826	0.013
BUL_SC35	717403	180456.33-274501.1	18.082315	-27.75030	96	15.833	0.177	15.785	0.013
BUL_SC48	136654	172806.78-392505.2	17.468551	-39.41812	80	15.833	0.117	15.824	0.010
BUL_SC32	445608	180334.27-285513.9	18.059519	-28.92054	61	15.834	0.106	15.821	0.018
BUL_SC39	232521	175528.79-301212.5	17.924664	-30.20348	27	15.835	0.128	15.831	0.017
BUL_SC47	23606	172628.67-395656.0	17.441298	-39.94889	94	15.836	0.124	15.788	0.011
BUL_SC24	276163	175316.06-323611.6	17.887795	-32.60321	59	15.837	0.115	15.793	0.016
BUL_SC34	737874	175845.62-293207.2	17.979340	-29.53534	95	15.837	0.136	15.829	0.011
BUL_SC44	32506	174851.86-300038.0	17.814404	-30.01054	35	15.837	0.119	15.830	0.014
BUL_SC4	428297	175448.08-300150.5	17.913356	-30.03068	37	15.838	0.109	15.805	0.020
BUL_SC2	13407	180356.63-291619.5	18.065730	-29.27207	49	15.839	0.130	15.808	0.012
BUL_SC48	182579	172827.91-394408.2	17.474421	-39.73562	97	15.839	0.113	15.831	0.011
BUL_SC37	634	175203.36-302232.1	17.867600	-30.37560	95	15.840	0.168	15.783	0.012
BUL_SC41	343828	175215.71-332021.6	17.871030	-33.33932	92	15.840	0.125	15.808	0.011
BUL_SC41	353453	175208.88-331720.3	17.869133	-33.28897	98	15.842	0.160	15.791	0.011
BUL_SC20	383071	175917.72-282851.6	17.988254	-28.48101	99	15.843	0.134	15.802	0.012
BUL_SC44	306581	174941.13-293819.1	17.828093	-29.63865	72	15.843	0.103	15.818	0.012
BUL_SC49	20371	172849.50-402553.2	17.480417	-40.43146	59	15.843	0.103	15.799	0.013
BUL_SC49	124739	172910.33-395150.3	17.486204	-39.86397	98	15.843	0.133	15.810	0.010
BUL_SC4	685255	175459.09-294118.1	17.916414	-29.68835	39	15.844	0.104	15.804	0.016
BUL_SC5	194715	175013.79-293019.2	17.837164	-29.50532	80	15.844	0.122	15.827	0.015
BUL_SC13	222551	181658.41-235310.5	18.282891	-23.88624	85	15.844	0.125	15.785	0.011
BUL_SC35	717581	180457.45-274326.3	18.082624	-27.72397	83	15.844	0.116	15.812	0.013
BUL_SC26	674268	174748.60-344838.0	17.796834	-34.81056	44	15.845	0.101	15.827	0.016
BUL_SC41	183	175135.78-333351.4	17.859939	-33.56427	55	15.846	0.102	15.793	0.013
BUL_SC42	52603	180836.33-270036.6	18.143426	-27.01016	76	15.846	0.102	15.811	0.015
BUL_SC17	404864	181105.42-262430.3	18.184839	-26.40843	97	15.847	0.139	15.814	0.011
BUL_SC40	246832	175105.91-331413.2	17.851643	-33.23700	68	15.847	0.104	15.799	0.014
BUL_SC9	33747	182340.56-215445.4	18.394601	-21.91261	96	15.848	0.109	15.833	0.010
BUL_SC39	69068	175514.93-295230.5	17.920815	-29.87515	96	15.848	0.152	15.840	0.011
BUL_SC46	374491	180451.36-295506.7	18.080933	-29.91854	95	15.848	0.111	15.808	0.011
BUL_SC35	576350	180443.36-272936.4	18.078711	-27.49343	96	15.849	0.131	15.811	0.011
BUL_SC4	427813	175438.61-300418.5	17.910724	-30.07181	85	15.850	0.105	15.811	0.016
BUL_SC36	558064	180535.21-275320.3	18.093113	-27.88898	51	15.850	0.119	15.831	0.018
BUL_SC2	663011	180448.78-290318.6	18.080217	-29.05518	94	15.851	0.115	15.851	0.012
BUL_SC31	524201	180237.06-282707.9	18.043627	-28.45219	94	15.851	0.103	15.837	0.013
BUL_SC44	189456	174927.29-295620.1	17.824248	-29.93890	84	15.852	0.100	15.843	0.012
BUL_SC11	235	182047.16-224806.0	18.346432	-22.80167	57	15.853	0.105	15.804	0.014
BUL_SC1	721723	180304.18-293142.4	18.051160	-29.52843	50	15.855	0.118	15.808	0.016
BUL_SC5	165392	175020.12-294532.4	17.838921	-29.75899	80	15.855	0.102	15.831	0.012
BUL_SC19	61112	180731.86-272157.8	18.125517	-27.36605	41	15.855	0.117	15.852	0.015
BUL_SC35	463717	180436.72-280531.6	18.076867	-28.09211	94	15.855	0.162	15.794	0.011
BUL_SC33	516619	180542.75-283653.2	18.095209	-28.61477	88	15.856	0.117	15.849	0.011
BUL_SC37	253384	175229.91-295345.9	17.874974	-29.89609	97	15.857	0.100	15.855	0.011
BUL_SC30	729696	180152.38-283104.3	18.031216	-28.51786	77	15.858	0.108	15.850	0.016
BUL_SC25	554572	175453.17-324758.5	17.914768	-32.79958	96	15.859	0.140	15.859	0.011
BUL_SC29	168471	174753.08-371724.1	17.798079	-37.29004	77	15.859	0.147	15.819	0.012
BUL_SC17	59399	181046.52-262219.9	18.179590	-26.37220	94	15.860	0.139	15.819	0.011
BUL_SC30	153100	180058.83-283407.4	18.016343	-28.56873	95	15.860	0.118	15.833	0.012
BUL_SC44	36238	174905.07-295609.3	17.818074	-29.93591	89	15.861	0.100	15.857	0.012
BUL_SC1	130718	180206.07-294458.1	18.035018	-29.74947	98	15.864	0.124	15.842	0.012
BUL_SC3	782011	175352.62-293556.4	17.897951	-29.59899	91	15.864	0.102	15.840	0.015
BUL_SC20	272970	175914.56-290315.4	17.987377	-29.05427	99	15.865	0.121	15.853	0.012
BUL_SC41	253	175139.27-333547.3	17.860909	-33.59648	66	15.866	0.102	15.840	0.012
BUL_SC42	30612	180836.36-270655.4	18.143433	-27.11540	61	15.866	0.102	15.849	0.015
BUL_SC14	358185	174717.32-232033.8	17.788145	-23.34272	94	15.867	0.194	15.858	0.011
BUL_SC33	326912	180520.93-284047.5	18.089147	-28.67986	98	15.867	0.113	15.867	0.011
BUL_SC42	10429	180842.58-271557.8	18.145161	-27.26606	94	15.867	0.102	15.856	0.012
BUL_SC4	684684	175506.33-294041.9	17.918426	-29.67832	83	15.868	0.103	15.853	0.013
BUL_SC41	89094	175143.45-330346.8	17.862068	-33.06300	56	15.868	0.130	15.843	0.011
BUL_SC19	590613	180830.79-272729.0	18.141886	-27.45806	97	15.869	0.153	15.828	0.011
BUL_SC33	225455	180529.35-291346.0	18.091486	-29.22945	97	15.869	0.197	15.817	0.012
BUL_SC6	7203	180736.72-323137.3	18.126867	-32.52703	73	15.871	0.137	15.837	0.011
BUL_SC34	110669	175750.44-290813.9	17.964012	-29.13718	97	15.871	0.243	15.788	0.010
BUL_SC44	61938	174856.37-293539.5	17.815659	-29.59430	82	15.871	0.121	15.835	0.012
BUL_SC26	288717	174714.65-345437.3	17.787403	-34.91037	81	15.872	0.123	15.854	0.014
BUL_SC35	346659	180413.84-274249.2	18.070512	-27.71367	91	15.872	0.117	15.823	0.014
BUL_SC2	568003	180443.36-283655.8	18.078712	-28.61551	91	15.874	0.124	15.838	0.011
BUL_SC13	271808	181648.34-233606.6	18.280095	-23.60184	63	15.874	0.137	15.839	0.010
BUL_SC32	74783	180254.86-284216.7	18.048571	-28.70463	56	15.874	0.190	15.813	0.011
BUL_SC22	473516	175701.39-304646.4	17.950386	-30.77955	27	15.875	0.186	15.871	0.018
BUL_SC36	808646	180548.24-274433.4	18.096734	-27.74261	81	15.875	0.129	15.823	0.016
BUL_SC1	291963	180227.73-295225.2	18.041037	-29.87366	100	15.877	0.151	15.851	0.011
BUL_SC14	556895	174725.55-230331.0	17.790431	-23.05862	95	15.878	0.110	15.851	0.011
BUL_SC4	406732	175450.46-300928.3	17.914018	-30.15787	95	15.879	0.101	15.848	0.013
BUL_SC7	255397	180913.50-322503.6	18.153750	-32.41767	64	15.879	0.105	15.866	0.014
BUL_SC25	427880	175431.94-323823.5	17.908873	-32.63985	78	15.879	0.116	15.832	0.014
BUL_SC39	503444	175551.33-294816.8	17.930926	-29.80468	88	15.881	0.245	15.808	0.011
BUL_SC42	279640	180859.51-263648.6	18.149863	-26.61350	96	15.881	0.164	15.851	0.012
BUL_SC13	464899	181719.08-241110.4	18.288632	-24.18622	97	15.883	0.145	15.827	0.011
BUL_SC17	115590	181035.92-260428.3	18.176646	-26.07452	90	15.883	0.103	15.849	0.011
BUL_SC2	230489	180425.91-291354.9	18.073864	-29.23190	97	15.884	0.211	15.815	0.012
BUL_SC2	470197	180433.24-290630.7	18.075901	-29.10852	92	15.885	0.138	15.833	0.012
BUL_SC21	61107	180003.26-290539.1	18.000904	-29.09419	97	15.887	0.107	15.868	0.012
BUL_SC37	264590	175221.96-295005.8	17.872768	-29.83494	87	15.887	0.111	15.827	0.014
BUL_SC44	181009	174930.03-300504.1	17.825009	-30.08448	75	15.887	0.108	15.881	0.012
BUL_SC29	388498	174841.76-372531.1	17.811601	-37.42531	50	15.888	0.105	15.842	0.015
BUL_SC16	127417	180941.50-260559.4	18.161528	-26.09982	91	15.892	0.103	15.867	0.012
BUL_SC44	32552	174858.26-300224.9	17.816183	-30.04025	75	15.892	0.124	15.883	0.012
BUL_SC13	281953	181654.41-232943.2	18.281780	-23.49533	50	15.893	0.121	15.854	0.016
BUL_SC17	546140	181121.60-263054.3	18.189334	-26.51508	98	15.893	0.122	15.880	0.011
BUL_SC41	550797	175225.14-325738.5	17.873649	-32.96068	97	15.893	0.179	15.893	0.012
BUL_SC35	370287	180428.09-273553.3	18.074469	-27.59813	98	15.894	0.118	15.873	0.013
BUL_SC4	732130	175508.03-292637.1	17.918897	-29.44364	42	15.895	0.104	15.849	0.017
BUL_SC5	244545	175022.59-300151.4	17.839607	-30.03094	80	15.895	0.108	15.887	0.015
BUL_SC45	444780	180346.00-294740.1	18.062777	-29.79448	80	15.895	0.147	15.851	0.013
BUL_SC16	31334	180948.55-263345.8	18.163487	-26.56272	90	15.896	0.156	15.849	0.011
BUL_SC38	480004	180141.10-294908.0	18.028085	-29.81890	95	15.896	0.136	15.863	0.012
BUL_SC44	28780	174859.12-300457.2	17.816423	-30.08256	54	15.896	0.114	15.872	0.013
BUL_SC2	135858	180359.47-284345.9	18.066519	-28.72942	85	15.897	0.105	15.896	0.012
BUL_SC4	546339	175445.57-292609.1	17.912657	-29.43587	50	15.897	0.103	15.874	0.017
BUL_SC18	643032	180727.58-271907.1	18.124328	-27.31863	96	15.897	0.163	15.881	0.012
BUL_SC33	60105	180511.29-290301.9	18.086468	-29.05054	98	15.897	0.110	15.878	0.011
BUL_SC14	295575	174649.10-224723.3	17.780305	-22.78981	91	15.899	0.160	15.855	0.011
BUL_SC22	77130	175621.26-305227.3	17.939240	-30.87424	35	15.899	0.155	15.898	0.015
BUL_SC18	103393	180645.85-271153.3	18.112735	-27.19813	96	15.900	0.113	15.862	0.011
BUL_SC21	354355	180020.76-284858.3	18.005767	-28.81620	97	15.900	0.152	15.870	0.013
BUL_SC42	473091	180928.02-271536.2	18.157784	-27.26006	97	15.901	0.142	15.883	0.011
BUL_SC17	70815	181045.33-261921.3	18.179258	-26.32257	98	15.902	0.103	15.897	0.012
BUL_SC24	462125	175348.58-331927.8	17.896828	-33.32440	83	15.903	0.105	15.875	0.012
BUL_SC30	165777	180103.93-283054.4	18.017757	-28.51511	80	15.903	0.182	15.839	0.013
BUL_SC35	555304	180439.42-273754.2	18.077616	-27.63171	66	15.903	0.182	15.849	0.018
BUL_SC23	228126	175740.81-313217.0	17.961337	-31.53806	80	15.904	0.100	15.863	0.015
BUL_SC30	114157	180105.35-284258.3	18.018153	-28.71619	97	15.904	0.114	15.872	0.013
BUL_SC22	343324	175634.95-303249.8	17.943043	-30.54718	97	15.905	0.129	15.872	0.012
BUL_SC30	72200	180100.43-285348.1	18.016785	-28.89671	37	15.905	0.112	15.905	0.018
BUL_SC33	71847	180458.99-285732.7	18.083051	-28.95910	39	15.905	0.190	15.849	0.011
BUL_SC34	577658	175833.29-291336.6	17.975913	-29.22684	91	15.905	0.102	15.898	0.014
BUL_SC35	532885	180429.74-274524.3	18.074927	-27.75676	49	15.906	0.136	15.905	0.018
BUL_SC2	795341	180458.72-282550.3	18.082977	-28.43063	53	15.909	0.128	15.887	0.017
BUL_SC46	327841	180455.10-301830.4	18.081971	-30.30845	99	15.909	0.107	15.889	0.012
BUL_SC2	481582	180434.10-290135.3	18.076140	-29.02648	55	15.910	0.103	15.882	0.018
BUL_SC42	454389	180919.97-262518.2	18.155546	-26.42171	51	15.910	0.152	15.826	0.014
BUL_SC32	74685	180300.48-284258.3	18.050133	-28.71620	96	15.912	0.103	15.894	0.011
BUL_SC11	129085	182059.10-224343.3	18.349751	-22.72868	52	15.913	0.123	15.882	0.011
BUL_SC14	603777	174720.35-224354.2	17.788986	-22.73171	99	15.913	0.142	15.871	0.011
BUL_SC46	205620	180438.55-301022.0	18.077376	-30.17279	99	15.913	0.128	15.894	0.013
BUL_SC1	144270	180213.79-294257.7	18.037163	-29.71604	88	15.914	0.103	15.903	0.015
BUL_SC14	202	174633.19-233430.5	17.775887	-23.57513	44	15.914	0.126	15.859	0.015
BUL_SC44	45231	174901.36-294901.9	17.817044	-29.81720	89	15.914	0.107	15.910	0.012
BUL_SC18	266675	180650.41-272052.4	18.114002	-27.34790	96	15.915	0.152	15.857	0.012
BUL_SC25	244317	175421.00-324741.3	17.905833	-32.79481	97	15.915	0.122	15.889	0.011
BUL_SC32	208326	180318.15-290551.3	18.055040	-29.09759	60	15.915	0.147	15.876	0.014
BUL_SC38	524191	180135.24-293502.7	18.026456	-29.58408	44	15.915	0.157	15.873	0.018
BUL_SC2	685341	180458.99-285732.8	18.083052	-28.95910	78	15.916	0.249	15.843	0.012
BUL_SC31	397369	180212.87-281135.7	18.036907	-28.19326	98	15.916	0.167	15.840	0.012
BUL_SC34	950047	175845.05-284024.2	17.979180	-28.67338	86	15.918	0.187	15.870	0.014
BUL_SC13	8913	181640.24-241924.1	18.277844	-24.32337	77	15.919	0.122	15.872	0.014
BUL_SC30	236219	180113.76-290656.2	18.020488	-29.11562	97	15.919	0.109	15.906	0.012
BUL_SC46	17409	180419.15-302315.6	18.071987	-30.38768	99	15.919	0.112	15.899	0.012
BUL_SC4	488513	175450.19-294408.7	17.913941	-29.73576	96	15.920	0.149	15.876	0.013
BUL_SC8	43933	182246.26-214914.6	18.379517	-21.82072	72	15.921	0.104	15.862	0.012
BUL_SC44	70614	174919.00-302625.2	17.821945	-30.44034	81	15.921	0.126	15.897	0.013
BUL_SC38	179310	180109.42-292940.5	18.019284	-29.49458	48	15.922	0.135	15.919	0.017
BUL_SC13	68718	181639.83-235658.1	18.277732	-23.94948	88	15.923	0.117	15.884	0.010
BUL_SC7	205361	180858.80-315008.2	18.149666	-31.83561	95	15.924	0.118	15.902	0.011
BUL_SC8	64975	182243.28-213829.3	18.378689	-21.64148	82	15.925	0.257	15.826	0.010
BUL_SC16	479732	181014.37-260446.2	18.170658	-26.07949	91	15.926	0.129	15.922	0.012
BUL_SC34	779867	175846.62-292055.0	17.979617	-29.34862	90	15.927	0.175	15.877	0.013
BUL_SC25	449681	175440.95-323011.6	17.911375	-32.50323	97	15.928	0.122	15.901	0.012
BUL_SC4	294648	175419.91-294345.5	17.905530	-29.72931	94	15.929	0.106	15.878	0.014
BUL_SC17	474314	181118.11-255930.9	18.188364	-25.99192	96	15.930	0.169	15.890	0.012
BUL_SC29	47220	174749.82-371353.1	17.797173	-37.23141	66	15.930	0.100	15.923	0.011
BUL_SC43	311829	173513.82-270316.6	17.587172	-27.05461	96	15.930	0.213	15.915	0.012
BUL_SC43	407345	173529.62-271354.6	17.591561	-27.23183	96	15.930	0.114	15.913	0.012
BUL_SC4	40168	175405.07-295857.4	17.901408	-29.98260	69	15.931	0.102	15.916	0.013
BUL_SC18	443735	180705.75-272534.8	18.118263	-27.42632	98	15.931	0.249	15.833	0.011
BUL_SC9	186789	182409.81-215957.0	18.402724	-21.99917	86	15.932	0.148	15.931	0.011
BUL_SC16	523415	181020.69-255114.8	18.172413	-25.85412	97	15.933	0.116	15.893	0.011
BUL_SC18	24579	180644.03-273242.7	18.112230	-27.54518	98	15.934	0.124	15.896	0.012
BUL_SC32	543431	180342.27-282521.1	18.061741	-28.42254	96	15.934	0.165	15.894	0.012
BUL_SC32	711951	180346.54-283411.4	18.062929	-28.56984	86	15.935	0.211	15.865	0.015
BUL_SC44	61824	174902.99-293537.3	17.817498	-29.59368	53	15.936	0.130	15.917	0.013
BUL_SC21	223369	175953.01-282657.9	17.998057	-28.44941	51	15.938	0.104	15.934	0.016
BUL_SC24	517291	175344.41-325714.0	17.895669	-32.95389	97	15.938	0.163	15.925	0.010
BUL_SC36	374645	180525.43-274835.7	18.090396	-27.80991	94	15.938	0.122	15.937	0.013
BUL_SC3	432671	175338.26-302226.8	17.893960	-30.37411	62	15.939	0.122	15.875	0.016
BUL_SC15	445054	174808.18-224246.7	17.802272	-22.71298	57	15.940	0.117	15.928	0.012
BUL_SC7	20489	180839.13-322515.9	18.144204	-32.42109	78	15.941	0.148	15.917	0.014
BUL_SC20	491754	175921.84-285358.2	17.989399	-28.89949	97	15.941	0.124	15.909	0.013
BUL_SC43	146051	173500.15-272317.8	17.583375	-27.38827	97	15.941	0.207	15.862	0.013
BUL_SC1	202285	180228.00-302031.4	18.041111	-30.34207	99	15.942	0.107	15.923	0.012
BUL_SC4	624145	175501.04-295935.3	17.916957	-29.99314	60	15.942	0.133	15.911	0.019
BUL_SC33	505748	180534.85-283844.5	18.093015	-28.64570	96	15.942	0.157	15.903	0.012
BUL_SC39	348944	175536.01-293623.1	17.926670	-29.60642	98	15.943	0.138	15.899	0.012
BUL_SC20	44240	175850.68-290717.2	17.980744	-29.12144	96	15.944	0.211	15.850	0.015
BUL_SC3	490697	175335.80-300203.1	17.893279	-30.03420	97	15.945	0.217	15.851	0.013
BUL_SC32	128532	180257.50-282926.5	18.049306	-28.49070	85	15.945	0.159	15.935	0.011
BUL_SC44	194855	174931.42-295252.8	17.825394	-29.88133	79	15.947	0.100	15.929	0.013
BUL_SC16	402268	181016.67-263130.9	18.171298	-26.52525	90	15.948	0.125	15.907	0.011
BUL_SC38	46177	180103.45-301006.8	18.017626	-30.16856	90	15.948	0.181	15.897	0.014
BUL_SC10	352784	182031.64-224837.5	18.342121	-22.81041	43	15.950	0.100	15.939	0.016
BUL_SC12	215890	181553.34-235158.3	18.264817	-23.86619	97	15.952	0.148	15.892	0.012
BUL_SC3	646752	175400.01-301425.0	17.900003	-30.24028	95	15.953	0.110	15.911	0.014
BUL_SC3	745024	175404.19-294358.9	17.901163	-29.73302	44	15.954	0.103	15.935	0.018
BUL_SC15	174233	174753.03-232721.7	17.798063	-23.45603	80	15.954	0.107	15.912	0.015
BUL_SC4	511694	175451.79-293939.4	17.914387	-29.66094	29	15.955	0.120	15.939	0.015
BUL_SC5	43931	174956.19-295413.1	17.832275	-29.90364	84	15.956	0.122	15.926	0.015
BUL_SC30	365051	180115.66-282937.3	18.021016	-28.49368	98	15.956	0.117	15.955	0.014
BUL_SC34	840670	175850.67-290717.1	17.980742	-29.12142	36	15.956	0.174	15.876	0.017
BUL_SC27	598623	174846.67-351102.9	17.812963	-35.18415	66	15.957	0.103	15.909	0.015
BUL_SC26	649938	174744.40-345427.4	17.795667	-34.90760	35	15.958	0.187	15.940	0.018
BUL_SC39	732276	175609.39-293358.9	17.935943	-29.56635	79	15.958	0.109	15.932	0.014
BUL_SC39	184561	175509.95-292621.4	17.919432	-29.43927	57	15.959	0.113	15.958	0.018
BUL_SC21	530758	180033.59-290156.2	18.009331	-29.03228	88	15.960	0.166	15.919	0.012
BUL_SC4	333366	175427.38-293413.1	17.907605	-29.57029	88	15.961	0.156	15.959	0.013
BUL_SC18	477289	180716.69-271516.3	18.121303	-27.25452	95	15.961	0.147	15.928	0.012
BUL_SC44	95729	174908.75-300910.4	17.819097	-30.15289	70	15.961	0.101	15.947	0.013
BUL_SC4	635809	175507.87-295746.8	17.918853	-29.96300	58	15.962	0.193	15.955	0.015
BUL_SC37	576857	175248.56-295731.6	17.880155	-29.95878	80	15.962	0.108	15.926	0.017
BUL_SC1	91363	180216.04-295627.2	18.037789	-29.94090	96	15.963	0.129	15.936	0.013
BUL_SC21	45973	180003.91-290917.6	18.001086	-29.15488	97	15.963	0.101	15.927	0.014
BUL_SC37	253965	175216.97-295040.5	17.871381	-29.84457	90	15.964	0.112	15.953	0.016
BUL_SC5	39144	174959.61-295721.3	17.833224	-29.95593	76	15.965	0.160	15.935	0.015
BUL_SC14	567573	174722.67-225700.1	17.789629	-22.95002	77	15.965	0.122	15.903	0.016
BUL_SC5	128101	175019.52-300650.1	17.838755	-30.11392	81	15.966	0.186	15.912	0.012
BUL_SC8	417	182247.34-221245.0	18.379816	-22.21249	96	15.966	0.159	15.922	0.011
BUL_SC35	717327	180452.18-274532.5	18.081161	-27.75902	67	15.966	0.103	15.930	0.016
BUL_SC43	123023	173500.82-273413.4	17.583561	-27.57038	89	15.966	0.116	15.913	0.014
